Match File,Evasion File,Field,Match Value,Evasion Value,TrivialChange
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,winlog,"{'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'Product': 'Microsoft® Windows® Operating System', 'LogonGuid': '{19FC45AC-74C4-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'TerminalSessionId': '1', 'Company': 'Microsoft Corporation', 'Description': 'Windows Logon User Interface Host', 'OriginalFileName': 'logonui.exe'}, 'event_id': 1, 'computer_name': 'CLIENT', 'opcode': 'Info', 'version': 5, 'record_id': 1199, 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'provider_name': 'Microsoft-Windows-Sysmon', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'api': 'wineventlog', 'process': {'pid': 1692, 'thread': {'id': 1064}}}","{'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1299, 'opcode': 'Info', 'event_data': {'Product': 'Adobe Acrobat', 'Company': 'Adobe Systems Incorporated', 'LogonId': '0x251ae', 'TerminalSessionId': '1', 'LogonGuid': '{19FC45AC-753A-601C-0000-0020AE510200}', 'FileVersion': '9.1.0.2009022700', 'Description': 'Adobe Acrobat SpeedLauncher', 'OriginalFileName': 'AcroSpeedLaunch.exe', 'IntegrityLevel': 'Medium'}, 'process': {'thread': {'id': 1812}, 'pid': 1536}, 'version': 5, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog', 'computer_name': 'CLIENT3.breach.local'}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,winlog,"{'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'Product': 'Microsoft® Windows® Operating System', 'LogonGuid': '{19FC45AC-74C4-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'TerminalSessionId': '1', 'Company': 'Microsoft Corporation', 'Description': 'Windows Logon User Interface Host', 'OriginalFileName': 'logonui.exe'}, 'event_id': 1, 'computer_name': 'CLIENT', 'opcode': 'Info', 'version': 5, 'record_id': 1199, 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'provider_name': 'Microsoft-Windows-Sysmon', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'api': 'wineventlog', 'process': {'pid': 1692, 'thread': {'id': 1064}}}","{'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'process': {'thread': {'id': 308}, 'pid': 1904}, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'api': 'wineventlog', 'computer_name': 'CLIENT3.breach.local', 'event_data': {'OriginalFileName': 'python.exe', 'Product': 'Python', 'TerminalSessionId': '1', 'LogonGuid': '{19FC45AC-76E9-601C-0000-00202BF80000}', 'LogonId': '0xf82b', 'Description': 'Python', 'Company': 'Python Software Foundation', 'IntegrityLevel': 'Medium', 'FileVersion': '3.5.2'}, 'record_id': 1449, 'task': 'Process Create (rule: ProcessCreate)', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'version': 5}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,winlog,"{'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'Product': 'Microsoft® Windows® Operating System', 'LogonGuid': '{19FC45AC-74C4-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'TerminalSessionId': '1', 'Company': 'Microsoft Corporation', 'Description': 'Windows Logon User Interface Host', 'OriginalFileName': 'logonui.exe'}, 'event_id': 1, 'computer_name': 'CLIENT', 'opcode': 'Info', 'version': 5, 'record_id': 1199, 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'provider_name': 'Microsoft-Windows-Sysmon', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'api': 'wineventlog', 'process': {'pid': 1692, 'thread': {'id': 1064}}}","{'computer_name': 'CLIENT3.breach.local', 'opcode': 'Info', 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'event_data': {'Product': 'FreeSSHDService Module', 'Company': '?', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'FileVersion': '1, 3, 1, 26', 'OriginalFileName': 'FreeSSHDService.exe', 'Description': 'FreeSSHDService Module', 'TerminalSessionId': '0', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}'}, 'api': 'wineventlog', 'version': 5, 'process': {'pid': 1904, 'thread': {'id': 308}}, 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1450, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'task': 'Process Create (rule: ProcessCreate)', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}'}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,winlog,"{'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'version': 5, 'event_data': {'IntegrityLevel': 'High', 'Product': 'Microsoft® Windows® Operating System', 'Description': 'Notepad', 'Company': 'Microsoft Corporation', 'LogonId': '0x25612', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'OriginalFileName': 'NOTEPAD.EXE', 'LogonGuid': '{19FC45AC-53AD-601C-0000-002012560200}', 'TerminalSessionId': '1'}, 'process': {'thread': {'id': 1780}, 'pid': 1524}, 'user': {'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1139, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog'}","{'provider_name': 'Microsoft-Windows-Sysmon', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'api': 'wineventlog', 'computer_name': 'CLIENT2.breach.local', 'process': {'pid': 1704, 'thread': {'id': 1804}}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Description': 'Visual C# Command Line Compiler', 'Product': 'Microsoft® Visual Studio® 2005', 'TerminalSessionId': '1', 'LogonGuid': '{19FC45AC-76D9-601C-0000-002027FB0000}', 'LogonId': '0xfb27', 'FileVersion': '8.0.50727.4927 (NetFXspW7.050727-4900)', 'OriginalFileName': 'csc.exe', 'Company': 'Microsoft Corporation', 'IntegrityLevel': 'Medium'}, 'record_id': 1399, 'task': 'Process Create (rule: ProcessCreate)', 'opcode': 'Info', 'version': 5, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,winlog,"{'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'version': 5, 'event_data': {'IntegrityLevel': 'High', 'Product': 'Microsoft® Windows® Operating System', 'Description': 'Notepad', 'Company': 'Microsoft Corporation', 'LogonId': '0x25612', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'OriginalFileName': 'NOTEPAD.EXE', 'LogonGuid': '{19FC45AC-53AD-601C-0000-002012560200}', 'TerminalSessionId': '1'}, 'process': {'thread': {'id': 1780}, 'pid': 1524}, 'user': {'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1139, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog'}","{'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'opcode': 'Info', 'api': 'wineventlog', 'computer_name': 'CLIENT1.breach.local', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'thread': {'id': 1792}, 'pid': 1524}, 'record_id': 1285, 'task': 'Process Create (rule: ProcessCreate)', 'version': 5, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'event_data': {'IntegrityLevel': 'System', 'LogonGuid': '{19FC45AC-7528-601C-0000-0020E7030000}', 'LogonId': '0x3e7', 'Description': 'Network Time Synchronizer - NT Service', 'Product': 'NetTime', 'TerminalSessionId': '0', 'FileVersion': '3.1.4.220', 'OriginalFileName': 'NetTimeService.exe'}}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,winlog,"{'channel': 'Microsoft-Windows-Sysmon/Operational', 'opcode': 'Info', 'version': 5, 'event_data': {'IntegrityLevel': 'High', 'Product': 'Microsoft® Windows® Operating System', 'Description': 'Notepad', 'Company': 'Microsoft Corporation', 'LogonId': '0x25612', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'OriginalFileName': 'NOTEPAD.EXE', 'LogonGuid': '{19FC45AC-53AD-601C-0000-002012560200}', 'TerminalSessionId': '1'}, 'process': {'thread': {'id': 1780}, 'pid': 1524}, 'user': {'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1139, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog'}","{'api': 'wineventlog', 'event_data': {'Description': 'ImDisk Virtual Disk Driver helper service', 'FileVersion': '2.0.9.24', 'OriginalFileName': 'imdsksvc.exe', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'Company': 'Olof Lagerkvist', 'LogonGuid': '{19FC45AC-752E-601C-0000-0020E7030000}', 'Product': 'imdisk', 'TerminalSessionId': '0'}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'task': 'Process Create (rule: ProcessCreate)', 'record_id': 1286, 'computer_name': 'CLIENT3.breach.local', 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'event_id': 1, 'version': 5, 'provider_name': 'Microsoft-Windows-Sysmon', 'process': {'pid': 1536, 'thread': {'id': 1812}}}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,winlog,"{'event_id': 1, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'version': 5, 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'task': 'Process Create (rule: ProcessCreate)', 'process': {'thread': {'id': 1392}, 'pid': 1896}, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1156, 'opcode': 'Info', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Company': 'Microsoft Corporation', 'TerminalSessionId': '1', 'LogonGuid': '{19FC45AC-74C3-601C-0000-0020E7030000}', 'Description': 'Windows Logon Application', 'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'OriginalFileName': 'WINLOGON.EXE', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'Product': 'Microsoft® Windows® Operating System'}, 'api': 'wineventlog'}","{'event_id': 1, 'computer_name': 'CLIENT', 'process': {'pid': 1692, 'thread': {'id': 1064}}, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'event_data': {'Company': 'Microsoft Corporation', 'Product': 'Microsoft® Windows® Operating System', 'Description': 'Windows Explorer', 'OriginalFileName': 'EXPLORER.EXE', 'TerminalSessionId': '1', 'LogonId': '0x10131', 'IntegrityLevel': 'High', 'LogonGuid': '{19FC45AC-74C6-601C-0000-002031010100}', 'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)'}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'api': 'wineventlog', 'version': 5, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1170, 'task': 'Process Create (rule: ProcessCreate)'}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_03.json,winlog,"{'event_id': 1, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'version': 5, 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'task': 'Process Create (rule: ProcessCreate)', 'process': {'thread': {'id': 1392}, 'pid': 1896}, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1156, 'opcode': 'Info', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Company': 'Microsoft Corporation', 'TerminalSessionId': '1', 'LogonGuid': '{19FC45AC-74C3-601C-0000-0020E7030000}', 'Description': 'Windows Logon Application', 'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'OriginalFileName': 'WINLOGON.EXE', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'Product': 'Microsoft® Windows® Operating System'}, 'api': 'wineventlog'}","{'channel': 'Microsoft-Windows-Sysmon/Operational', 'record_id': 1310, 'process': {'thread': {'id': 1812}, 'pid': 1536}, 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'api': 'wineventlog', 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'task': 'Process Create (rule: ProcessCreate)', 'computer_name': 'CLIENT3.breach.local', 'version': 5, 'event_data': {'OriginalFileName': 'firefox.exe', 'LogonId': '0x251ae', 'FileVersion': '38.0.5', 'Company': 'Mozilla Corporation', 'IntegrityLevel': 'Medium', 'LogonGuid': '{19FC45AC-753A-601C-0000-0020AE510200}', 'Description': 'Firefox', 'Product': 'Firefox', 'TerminalSessionId': '1'}, 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}'}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_01.json,winlog,"{'event_id': 1, 'computer_name': 'CLIENT', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'version': 5, 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'task': 'Process Create (rule: ProcessCreate)', 'process': {'thread': {'id': 1392}, 'pid': 1896}, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1156, 'opcode': 'Info', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_data': {'Company': 'Microsoft Corporation', 'TerminalSessionId': '1', 'LogonGuid': '{19FC45AC-74C3-601C-0000-0020E7030000}', 'Description': 'Windows Logon Application', 'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'OriginalFileName': 'WINLOGON.EXE', 'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'Product': 'Microsoft® Windows® Operating System'}, 'api': 'wineventlog'}","{'event_id': 1, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog', 'computer_name': 'CLIENT2.breach.local', 'event_data': {'LogonId': '0x3e7', 'OriginalFileName': 'svchost.exe', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'IntegrityLevel': 'System', 'Description': 'Host Process for Windows Services', 'LogonGuid': '{19FC45AC-76D8-601C-0000-0020E7030000}', 'TerminalSessionId': '0', 'Product': 'Microsoft® Windows® Operating System', 'Company': 'Microsoft Corporation'}, 'process': {'pid': 1704, 'thread': {'id': 1804}}, 'opcode': 'Info', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'provider_name': 'Microsoft-Windows-Sysmon', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'version': 5, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'record_id': 1344}",False
Microsoft-Windows-Sysmon_1_Match_02.json,Microsoft-Windows-Sysmon_1_Evasion_Cmdline_02.json,winlog,"{'event_id': 1, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'version': 5, 'process': {'pid': 1904, 'thread': {'id': 308}}, 'opcode': 'Info', 'provider_name': 'Microsoft-Windows-Sysmon', 'event_data': {'TerminalSessionId': '0', 'Description': 'Winlogbeat ships Windows event logs to Elasticsearch or Logstash.', 'IntegrityLevel': 'System', 'LogonId': '0x3e7', 'OriginalFileName': 'winlogbeat.exe', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'Company': 'Elastic', 'FileVersion': '7.10.2', 'Product': 'Winlogbeat'}, 'record_id': 1470, 'computer_name': 'CLIENT3.breach.local'}","{'process': {'pid': 1516, 'thread': {'id': 1780}}, 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'record_id': 1216, 'task': 'Process Create (rule: ProcessCreate)', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'version': 5, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'computer_name': 'CLIENT3', 'opcode': 'Info', 'event_data': {'Description': 'Host Process for Windows Services', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'Product': 'Microsoft® Windows® Operating System', 'LogonGuid': '{19FC45AC-74F7-601C-0000-0020E5030000}', 'Company': 'Microsoft Corporation', 'OriginalFileName': 'svchost.exe', 'IntegrityLevel': 'System', 'TerminalSessionId': '0', 'LogonId': '0x3e5'}, 'api': 'wineventlog'}",False
